Pokemon,Type1,Type2,FastMove,FastType,ChargedMove,ChargedMoveType,Stamina,Attack,Defense,DPS,TDO,DPSxTDO,CP,Generation,Legendary,TypeColor
Geodude,Rock,Ground,Tackle,Normal,Dig,Ground,80,132,183,7.126,83.6,596,"1,193",1,FALSE,sienna4
Charmander,Fire,,Ember,Fire,Flamethrower,Fire,78,116,98,7.123,51,363.5,831,1,FALSE,firebrick
Cyndaquil,Fire,,Ember,Fire,Flamethrower,Fire,78,116,98,7.123,51,363.5,831,2,FALSE,firebrick
Azumarill,Water,Fairy,Rock Smash,Fighting,Play Rough,Fairy,200,112,160,7.12,177.4,"1,263","1,503",2,FALSE,dodgerblue2
Registeel,Steel,,Rock Smash,Fighting,Focus Blast,Fighting,160,143,300,7.12,259.4,"1,846.90","2,261",3,TRUE,darkslategray4
Dratini,Dragon,,Dragon Breath,Dragon,Aqua Tail,Water,82,119,99,7.118,52.2,371.8,860,1,FALSE,cornflowerblue
Pidgeotto,Normal,Flying,Steel Wing,Steel,Aerial Ace,Flying,126,117,109,7.118,85.7,609.8,"1,085",1,FALSE,ivory2
Cyndaquil,Fire,,Tackle,Normal,Flamethrower,Fire,78,116,98,7.114,51,362.6,831,2,FALSE,firebrick
Sandshrew,Ground,,Scratch,Normal,Dig,Ground,100,126,156,7.114,90.8,646.2,"1,194",1,FALSE,peru
Aipom,Normal,,Scratch,Normal,Low Sweep,Fighting,110,136,110,7.113,78.4,557.4,"1,188",2,FALSE,ivory2
Castform,Normal,,Water Gun,Water,Hurricane,Flying,140,139,140,7.112,117.8,837.8,"1,486",3,FALSE,ivory2
Alolan Meowth,Dark,,Bite,Dark,Foul Play,Dark,80,99,81,7.11,45,320,679,Alolan,FALSE,gray0
Chikorita,Grass,,Vine Whip,Grass,Grass Knot,Grass,90,92,130,7.11,71,504.7,801,2,FALSE,green2
Lickitung,Normal,,Lick,Ghost,Power Whip,Grass,180,108,150,7.11,146.2,"1,039.80","1,322",1,FALSE,ivory2
Torchic,Fire,,Scratch,Normal,Flame Charge,Fire,90,130,98,7.102,55.4,393.3,959,3,FALSE,firebrick
Dewgong,Water,Ice,Iron Tail,Steel,Icy Wind,Ice,180,139,186,7.097,191.1,"1,356.30","1,894",1,FALSE,dodgerblue2
Poliwhirl,Water,,Bubble,Water,Water Pulse,Water,130,130,126,7.092,103.5,733.8,"1,313",1,FALSE,dodgerblue2
Porygon,Normal,,Hidden Power,Normal,Psybeam,Psychic,130,153,149,7.087,109.8,778.3,"1,567",1,FALSE,ivory2
Oddish,Grass,Poison,Razor Leaf,Grass,Moonblast,Fairy,90,131,128,7.086,67.6,479.3,"1,069",1,FALSE,green2
Glameow,Normal,,Quick Attack,Normal,Play Rough,Fairy,98,109,83,7.084,71.5,506.7,934,4,FALSE,ivory2
Jigglypuff,Normal,Fairy,Pound,Normal,Play Rough,Fairy,230,80,49,7.084,71.1,503.4,713,1,FALSE,ivory2
Castform,Normal,,Powder Snow,Ice,Ice Beam,Ice,140,139,140,7.079,117.3,830.2,"1,486",3,FALSE,ivory2
Sandshrew,Ground,,Scratch,Normal,Rock Slide,Rock,100,126,156,7.075,90.3,639.1,"1,194",1,FALSE,peru
Castform,Normal,,Water Gun,Water,Fire Blast,Fire,140,139,140,7.07,117.1,827.9,"1,486",3,FALSE,ivory2
Dewgong,Water,Ice,Ice Shard,Ice,Icy Wind,Ice,180,139,186,7.067,190.3,"1,344.80","1,894",1,FALSE,dodgerblue2
Munchlax,Normal,,Lick,Ghost,Bulldoze,Ground,270,137,159,7.064,194.8,"1,375.90","1,892",4,FALSE,ivory2
Sableye,Dark,Ghost,Feint Attack,Dark,Shadow Sneak,Ghost,100,141,148,7.064,87.9,621.3,"1,305",3,FALSE,gray0
Cherubi,Grass,,Tackle,Normal,Seed Bomb,Grass,90,108,104,7.062,75,529.6,950,4,FALSE,green2
Poliwhirl,Water,,Mud Shot,Ground,Bubble Beam,Water,130,130,126,7.062,103,727.7,"1,313",1,FALSE,dodgerblue2
Goldeen,Water,,Peck,Flying,Aqua Tail,Water,90,123,118,7.058,66.9,471.8,"1,006",1,FALSE,dodgerblue2
Turtwig,Grass,,Tackle,Normal,Energy Ball,Grass,110,119,126,7.058,98.6,695.7,"1,187",4,FALSE,green2
Marowak,Ground,,Rock Smash,Fighting,Earthquake,Ground,120,144,213,7.057,142.1,"1,003.10","1,691",1,FALSE,peru
Voltorb,Electric,,Tackle,Normal,Discharge,Electric,80,109,109,7.051,60,422.8,857,1,FALSE,yellow2
Exeggcute,Grass,Psychic,Confusion,Psychic,Seed Bomb,Grass,120,107,151,7.047,102.3,721,"1,102",1,FALSE,green2
Spearow,Normal,Flying,Quick Attack,Normal,Aerial Ace,Flying,80,112,62,7.047,35.3,248.9,673,1,FALSE,ivory2
Sandshrew,Ground,,Mud Shot,Ground,Dig,Ground,100,126,156,7.043,89.9,633.4,"1,194",1,FALSE,peru
Kabuto,Rock,Water,Scratch,Normal,Aqua Jet,Water,60,148,169,7.042,64.9,456.9,"1,172",1,FALSE,sienna4
Wartortle,Water,,Bite,Dark,Ice Beam,Ice,118,126,160,7.038,110.4,777.2,"1,324",1,FALSE,dodgerblue2
Turtwig,Grass,,Razor Leaf,Grass,Body Slam,Normal,110,119,126,7.037,98.3,691.7,"1,187",4,FALSE,green2
Sealeo,Ice,Water,Powder Snow,Ice,Water Pulse,Water,180,137,140,7.035,139.9,984.5,"1,607",3,FALSE,cyan2
Cradily,Rock,Grass,Infestation,Bug,Bulldoze,Ground,172,152,212,7.033,194.4,"1,367.30","2,081",3,FALSE,sienna4
Staravia,Normal,Flying,Wing Attack,Flying,Heat Wave,Fire,110,142,98,7.031,85.6,602.1,"1,299",4,FALSE,ivory2
Bagon,Dragon,,Bite,Dark,Crunch,Dark,90,134,113,7.029,62.5,439.2,"1,053",3,FALSE,cornflowerblue
Aron,Steel,Rock,Tackle,Normal,Iron Head,Steel,100,121,185,7.028,102.6,721.3,"1,232",3,FALSE,darkslategray4
Registeel,Steel,,Rock Smash,Fighting,Flash Cannon,Steel,160,143,300,7.028,256.1,"1,799.70","2,261",3,TRUE,darkslategray4
Remoraid,Water,,Water Gun,Water,Water Pulse,Water,70,127,70,7.028,34.8,244.8,749,2,FALSE,dodgerblue2
Kabuto,Rock,Water,Mud Shot,Ground,Rock Tomb,Rock,60,148,169,7.011,64.6,452.9,"1,172",1,FALSE,sienna4
Voltorb,Electric,,Tackle,Normal,Thunderbolt,Electric,80,109,109,7.006,59.6,417.4,857,1,FALSE,yellow2
Glameow,Normal,,Quick Attack,Normal,Thunderbolt,Electric,98,109,83,7.001,70.7,494.8,934,4,FALSE,ivory2
Vibrava,Ground,Dragon,Mud Shot,Ground,Sand Tomb,Ground,100,134,100,7.001,63.7,445.9,"1,065",3,FALSE,peru
Alolan Sandshrew,Ice,Steel,Powder Snow,Ice,Blizzard,Ice,100,125,154,6.995,94.4,660,"1,219",Alolan,FALSE,cyan2
Mime Jr.,Psychic,Fairy,Confusion,Psychic,Psybeam,Psychic,40,125,169,6.995,76.2,533.1,"1,095",4,FALSE,deeppink1
Sealeo,Ice,Water,Powder Snow,Ice,Body Slam,Normal,180,137,140,6.99,139.1,972,"1,607",3,FALSE,cyan2
Bayleef,Grass,,Tackle,Normal,Energy Ball,Grass,120,122,160,6.988,111.3,777.8,"1,296",2,FALSE,green2
Castform,Normal,,Ember,Fire,Blizzard,Ice,140,139,140,6.987,115.7,808.6,"1,486",3,FALSE,ivory2
Loudred,Normal,,Rock Smash,Fighting,Crunch,Dark,168,134,86,6.986,85.2,595,"1,233",3,FALSE,ivory2
Torchic,Fire,,Ember,Fire,Flame Charge,Fire,90,130,98,6.983,54.4,380.2,959,3,FALSE,firebrick
Mime Jr.,Psychic,Fairy,Confusion,Psychic,Psychic,Psychic,40,125,169,6.982,76.1,531.2,"1,095",4,FALSE,deeppink1
Gible,Dragon,Ground,Mud Shot,Ground,Body Slam,Normal,116,124,90,6.98,79.6,555.7,"1,112",4,FALSE,cornflowerblue
Croagunk,Poison,Fighting,Poison Sting,Poison,Brick Break,Fighting,96,116,80,6.979,65.7,458.4,952,4,FALSE,purple3
Sandshrew,Ground,,Mud Shot,Ground,Rock Slide,Rock,100,126,156,6.979,89.1,621.9,"1,194",1,FALSE,peru
Castform,Normal,,Water Gun,Water,Thunder,Electric,140,139,140,6.975,115.5,805.8,"1,486",3,FALSE,ivory2
Slugma,Fire,,Rock Throw,Rock,Flame Burst,Fire,80,118,80,6.972,39.5,275.6,750,2,FALSE,firebrick
Oddish,Grass,Poison,Acid,Poison,Moonblast,Fairy,90,131,128,6.971,66.5,463.9,"1,069",1,FALSE,green2
Vibrava,Ground,Dragon,Mud Shot,Ground,Bug Buzz,Bug,100,134,100,6.97,63.4,442,"1,065",3,FALSE,peru
Castform,Normal,,Water Gun,Water,Energy Ball,Grass,140,139,140,6.967,115.4,804,"1,486",3,FALSE,ivory2
Hippopotas,Ground,,Bite,Dark,Body Slam,Normal,136,124,147,6.962,118.2,823.3,"1,358",4,FALSE,peru
Staryu,Water,,Quick Attack,Normal,Power Gem,Rock,60,137,110,6.952,46,319.5,926,1,FALSE,dodgerblue2
Aron,Steel,Rock,Metal Claw,Steel,Body Slam,Normal,100,121,185,6.943,101.4,704,"1,232",3,FALSE,darkslategray4
Jigglypuff,Normal,Fairy,Pound,Normal,Dazzling Gleam,Fairy,230,80,49,6.943,69.6,483.5,713,1,FALSE,ivory2
Staryu,Water,,Tackle,Normal,Power Gem,Rock,60,137,110,6.942,45.9,318.6,926,1,FALSE,dodgerblue2
Corsola,Water,Rock,Bubble,Water,Rock Blast,Rock,110,118,170,6.941,132.7,921.2,"1,378",2,FALSE,dodgerblue2
Croagunk,Poison,Fighting,Poison Jab,Poison,Low Sweep,Fighting,96,116,80,6.937,65.3,452.8,952,4,FALSE,purple3
Snubbull,Fairy,,Tackle,Normal,Brick Break,Fighting,120,137,98,6.937,67.6,468.9,"1,124",2,FALSE,pink1
Deoxys (Defense Forme),Psychic,,Counter,Fighting,Psycho Boost,Psychic,100,144,320,6.936,191,"1,324.40","1,978",3,TRUE,deeppink1
Numel,Fire,Ground,Ember,Fire,Bulldoze,Ground,120,119,89,6.929,63,436.3,957,3,FALSE,firebrick
Castform,Normal,,Ember,Fire,Hydro Pump,Water,140,139,140,6.928,114.8,795,"1,486",3,FALSE,ivory2
Togetic,Fairy,Flying,Steel Wing,Steel,Ancient Power,Rock,110,140,205,6.924,123.7,856.6,"1,553",2,FALSE,pink1
Bonsly,Rock,,Counter,Fighting,Rock Tomb,Rock,100,124,178,6.923,108.1,748.3,"1,302",4,FALSE,sienna4
Gligar,Ground,Flying,Fury Cutter,Bug,Night Slash,Dark,130,143,200,6.917,152.4,"1,054.50","1,758",2,FALSE,peru
Buizel,Water,,Water Gun,Water,Aqua Jet,Water,110,132,69,6.913,63.3,437.9,"1,054",4,FALSE,dodgerblue2
Aron,Steel,Rock,Metal Claw,Steel,Rock Tomb,Rock,100,121,185,6.911,100.9,697.6,"1,232",3,FALSE,darkslategray4
Bonsly,Rock,,Rock Throw,Rock,Bulldoze,Ground,100,124,178,6.91,107.9,745.5,"1,302",4,FALSE,sienna4
Remoraid,Water,,Water Gun,Water,Rock Blast,Rock,70,127,70,6.91,34.2,236.6,749,2,FALSE,dodgerblue2
Slugma,Fire,,Ember,Fire,Flame Burst,Fire,80,118,80,6.908,39.2,270.5,750,2,FALSE,firebrick
Alolan Rattata,Dark,Normal,Tackle,Normal,Hyper Fang,Normal,60,103,70,6.906,30.6,211,588,Alolan,FALSE,gray0
Numel,Fire,Ground,Tackle,Normal,Bulldoze,Ground,120,119,89,6.906,62.8,433.5,957,3,FALSE,firebrick
Rattata,Normal,,Tackle,Normal,Hyper Fang,Normal,60,103,70,6.906,30.6,211,588,1,FALSE,ivory2
Poliwhirl,Water,,Bubble,Water,Mud Bomb,Ground,130,130,126,6.9,100.7,694.6,"1,313",1,FALSE,dodgerblue2
Alolan Rattata,Dark,Normal,Quick Attack,Normal,Hyper Fang,Normal,60,103,70,6.899,30.5,210.6,588,Alolan,FALSE,gray0
Rattata,Normal,,Quick Attack,Normal,Hyper Fang,Normal,60,103,70,6.899,30.5,210.6,588,1,FALSE,ivory2
Spinarak,Bug,Poison,Bug Bite,Bug,Cross Poison,Poison,80,105,80,6.894,40,275.7,685,2,FALSE,darkgreen
Horsea,Water,,Water Gun,Water,Dragon Pulse,Dragon,60,129,129,6.889,50.2,345.8,921,1,FALSE,dodgerblue2
Snover,Grass,Ice,Ice Shard,Ice,Energy Ball,Grass,120,115,118,6.883,97.4,670.6,"1,159",4,FALSE,green2
Dewgong,Water,Ice,Frost Breath,Ice,Aqua Jet,Water,180,139,186,6.882,185.3,"1,275.30","1,894",1,FALSE,dodgerblue2
Mudkip,Water,,Water Gun,Water,Sludge,Poison,100,126,100,6.881,59.3,408.1,981,3,FALSE,dodgerblue2
Psyduck,Water,,Water Gun,Water,Cross Chop,Fighting,100,122,100,6.878,60.9,419.1,966,1,FALSE,dodgerblue2
Lombre,Water,Grass,Razor Leaf,Grass,Bubble Beam,Water,120,112,135,6.867,92,631.7,"1,102",3,FALSE,dodgerblue2
Delibird,Ice,Flying,Present,Normal,Ice Punch,Ice,90,128,90,6.865,52.5,360.6,937,2,FALSE,cyan2
Charmander,Fire,,Scratch,Normal,Flame Burst,Fire,78,116,98,6.863,49.2,337.4,831,1,FALSE,firebrick
Grimer,Poison,,Mud Slap,Ground,Mud Bomb,Ground,160,135,100,6.861,87.5,600.2,"1,269",1,FALSE,purple3
Nidoran♂,Poison,,Peck,Flying,Sludge Bomb,Poison,92,105,80,6.861,46.4,318.1,739,1,FALSE,purple3
Dunsparce,Normal,,Astonish,Ghost,Rock Slide,Rock,200,131,139,6.857,149.4,"1,024.20","1,615",2,FALSE,ivory2
Elekid,Electric,,Thunder Shock,Electric,Brick Break,Fighting,90,135,106,6.857,62.5,428.3,"1,073",2,FALSE,yellow2
Bagon,Dragon,,Ember,Fire,Flamethrower,Fire,90,134,113,6.856,60.9,417.9,"1,053",3,FALSE,cornflowerblue
Poliwhirl,Water,,Mud Shot,Ground,Scald,Water,130,130,126,6.856,100,685.8,"1,313",1,FALSE,dodgerblue2
Porygon,Normal,,Zen Headbutt,Psychic,Psybeam,Psychic,130,153,149,6.848,106.1,726.6,"1,567",1,FALSE,ivory2
Drifloon,Ghost,Flying,Hex,Ghost,Ominous Wind,Ghost,180,117,86,6.844,100.2,685.5,"1,197",4,FALSE,midnightblue
Medicham,Fighting,Psychic,Psycho Cut,Psychic,Psychic,Psychic,120,121,150,6.843,107.1,732.5,"1,275",3,FALSE,chocolate2
Budew,Grass,Poison,Razor Leaf,Grass,Grass Knot,Grass,80,91,131,6.842,79.5,543.9,856,4,FALSE,green2
Castform,Normal,,Hex,Ghost,Blizzard,Ice,140,139,140,6.841,113.3,775.3,"1,486",3,FALSE,ivory2
Deoxys (Defense Forme),Psychic,,Zen Headbutt,Psychic,Psycho Boost,Psychic,100,144,320,6.836,188.2,"1,286.70","1,978",3,TRUE,deeppink1
Eevee,Normal,,Quick Attack,Normal,Body Slam,Normal,110,104,126,6.835,80.6,551.2,969,1,FALSE,ivory2
Lickitung,Normal,,Lick,Ghost,Stomp,Normal,180,108,150,6.834,140.6,960.6,"1,322",1,FALSE,ivory2
Lumineon,Water,,Water Gun,Water,Silver Wind,Bug,138,142,170,6.833,162.3,"1,108.80","1,814",4,FALSE,dodgerblue2
Rhyhorn,Ground,Rock,Rock Smash,Fighting,Stomp,Normal,160,140,174,6.833,142.7,975.2,"1,679",1,FALSE,peru
Eevee,Normal,,Tackle,Normal,Body Slam,Normal,110,104,126,6.832,80.6,550.7,969,1,FALSE,ivory2
Ledian,Bug,Flying,Bug Bite,Bug,Bug Buzz,Bug,110,107,205,6.831,132.7,906.7,"1,275",2,FALSE,darkgreen
Riolu,Fighting,,Quick Attack,Normal,Low Sweep,Fighting,80,127,80,6.831,59.5,406.6,993,4,FALSE,chocolate2
Whismur,Normal,,Pound,Normal,Stomp,Normal,128,92,46,6.83,38.6,263.9,603,3,FALSE,ivory2
Shuppet,Ghost,,Astonish,Ghost,Night Shade,Ghost,88,138,70,6.826,39.5,269.8,872,3,FALSE,midnightblue
Cherubi,Grass,,Bullet Seed,Grass,Seed Bomb,Grass,90,108,104,6.825,72.5,494.6,950,4,FALSE,green2
Spoink,Psychic,,Zen Headbutt,Psychic,Psybeam,Psychic,120,125,149,6.812,102.1,695.7,"1,285",3,FALSE,deeppink1
Alolan Sandshrew,Ice,Steel,Powder Snow,Ice,Gyro Ball,Steel,100,125,154,6.811,91.9,625.7,"1,219",Alolan,FALSE,cyan2
Mawile,Steel,Fairy,Bite,Dark,Vice Grip,Normal,100,155,163,6.809,92.4,629.1,"1,484",3,FALSE,darkslategray4
Spearow,Normal,Flying,Peck,Flying,Aerial Ace,Flying,80,112,62,6.804,34.1,232,673,1,FALSE,ivory2
Spinarak,Bug,Poison,Bug Bite,Bug,Signal Beam,Bug,80,105,80,6.802,39.5,268.5,685,2,FALSE,darkgreen
Paras,Bug,Grass,Bug Bite,Bug,Cross Poison,Poison,70,121,110,6.796,45.7,310.6,836,1,FALSE,darkgreen
Corphish,Water,,Bubble,Water,Aqua Jet,Water,86,141,123,6.787,60.9,413.3,"1,107",3,FALSE,dodgerblue2
Corsola,Water,Rock,Bubble,Water,Bubble Beam,Water,110,118,170,6.783,129.7,879.6,"1,378",2,FALSE,dodgerblue2
Shuppet,Ghost,,Feint Attack,Dark,Shadow Sneak,Ghost,88,138,70,6.783,39.3,266.4,872,3,FALSE,midnightblue
Alolan Marowak,Ghost,Fire,Hex,Ghost,Bone Club,Ground,120,144,200,6.781,136.6,926.3,"1,691",Alolan,FALSE,midnightblue
Spoink,Psychic,,Zen Headbutt,Psychic,Mirror Coat,Psychic,120,125,149,6.78,101.6,689.1,"1,285",3,FALSE,deeppink1
Corsola,Water,Rock,Tackle,Normal,Rock Blast,Rock,110,118,170,6.776,129.6,878,"1,378",2,FALSE,dodgerblue2
Piplup,Water,,Pound,Normal,Bubble Beam,Water,106,112,111,6.776,86.4,585.2,"1,075",4,FALSE,dodgerblue2
Prinplup,Water,,Bubble,Water,Icy Wind,Ice,128,150,150,6.776,128.2,868.4,"1,701",4,FALSE,dodgerblue2
Castform,Normal,,Hex,Ghost,Hydro Pump,Water,140,139,140,6.775,112.2,760.4,"1,486",3,FALSE,ivory2
Geodude,Rock,Ground,Tackle,Normal,Rock Tomb,Rock,80,132,183,6.772,79.5,538.2,"1,193",1,FALSE,sienna4
Hippopotas,Ground,,Tackle,Normal,Body Slam,Normal,136,124,147,6.772,115,778.9,"1,358",4,FALSE,peru
Larvitar,Rock,Ground,Bite,Dark,Ancient Power,Rock,100,115,100,6.765,58.3,394.5,904,2,FALSE,sienna4
Krabby,Water,,Mud Shot,Ground,Vice Grip,Normal,60,181,164,6.761,60.2,406.8,"1,386",1,FALSE,dodgerblue2
Nidorino,Poison,,Poison Sting,Poison,Dig,Ground,122,137,114,6.755,81.6,550.9,"1,252",1,FALSE,purple3
Prinplup,Water,,Metal Claw,Steel,Icy Wind,Ice,128,150,150,6.755,127.8,863.1,"1,701",4,FALSE,dodgerblue2
Mime Jr.,Psychic,Fairy,Pound,Normal,Psybeam,Psychic,40,125,169,6.751,73.6,496.5,"1,095",4,FALSE,deeppink1
Ariados,Bug,Poison,Infestation,Bug,Shadow Sneak,Ghost,140,161,138,6.749,105.3,710.3,"1,647",2,FALSE,darkgreen
Rattata,Normal,,Tackle,Normal,Body Slam,Normal,60,103,70,6.749,29.9,201.5,588,1,FALSE,ivory2
Dunsparce,Normal,,Astonish,Ghost,Drill Run,Ground,200,131,139,6.746,147,991.5,"1,615",2,FALSE,ivory2
Starly,Normal,Flying,Tackle,Normal,Aerial Ace,Flying,80,101,60,6.746,46.1,311.2,719,4,FALSE,ivory2
Dewgong,Water,Ice,Iron Tail,Steel,Aqua Jet,Water,180,139,186,6.732,181.3,"1,220.30","1,894",1,FALSE,dodgerblue2
Koffing,Poison,,Tackle,Normal,Sludge,Poison,80,119,178,6.732,79.4,534.8,"1,091",1,FALSE,purple3
Taillow,Normal,Flying,Quick Attack,Normal,Aerial Ace,Flying,80,106,60,6.732,33.7,227.1,642,3,FALSE,ivory2
Dunsparce,Normal,,Bite,Dark,Dig,Ground,200,131,139,6.729,146.6,986.3,"1,615",2,FALSE,ivory2
Charmander,Fire,,Ember,Fire,Flame Burst,Fire,78,116,98,6.727,48.2,324.1,831,1,FALSE,firebrick
Drifloon,Ghost,Flying,Astonish,Ghost,Ominous Wind,Ghost,180,117,86,6.727,98.5,662.3,"1,197",4,FALSE,midnightblue
Castform,Normal,,Powder Snow,Ice,Blizzard,Ice,140,139,140,6.725,111.4,749.2,"1,486",3,FALSE,ivory2
Ariados,Bug,Poison,Poison Sting,Poison,Shadow Sneak,Ghost,140,161,138,6.724,104.9,705.2,"1,647",2,FALSE,darkgreen
Lombre,Water,Grass,Razor Leaf,Grass,Ice Beam,Ice,120,112,135,6.717,90,604.5,"1,102",3,FALSE,dodgerblue2
Slugma,Fire,,Rock Throw,Rock,Rock Slide,Rock,80,118,80,6.711,38,255.3,750,2,FALSE,firebrick
Piplup,Water,,Bubble,Water,Bubble Beam,Water,106,112,111,6.709,85.5,573.7,"1,075",4,FALSE,dodgerblue2
Alolan Sandshrew,Ice,Steel,Metal Claw,Steel,Night Slash,Dark,100,125,154,6.706,90.4,606.6,"1,219",Alolan,FALSE,cyan2
Snover,Grass,Ice,Powder Snow,Ice,Energy Ball,Grass,120,115,118,6.705,94.9,636.5,"1,159",4,FALSE,green2
Slowpoke,Water,Psychic,Water Gun,Water,Psychic,Psychic,180,109,124,6.704,112.5,754.2,"1,204",1,FALSE,dodgerblue2
Treecko,Grass,,Bullet Seed,Grass,Energy Ball,Grass,80,124,105,6.702,52.6,352.4,923,3,FALSE,green2
Sandshrew,Ground,,Scratch,Normal,Sand Tomb,Ground,100,126,156,6.701,85.6,573.3,"1,194",1,FALSE,peru
Castform,Normal,,Ember,Fire,Energy Ball,Grass,140,139,140,6.7,111,743.7,"1,486",3,FALSE,ivory2
Mime Jr.,Psychic,Fairy,Pound,Normal,Psychic,Psychic,40,125,169,6.698,73,488.9,"1,095",4,FALSE,deeppink1
Kecleon,Normal,,Lick,Ghost,Shadow Sneak,Ghost,120,161,228,6.695,142.4,953.3,"1,924",3,FALSE,ivory2
Pikachu,Electric,,Thunder Shock,Electric,Surf,Water,70,112,98,6.695,45.8,306.7,787,1,FALSE,yellow2
Starly,Normal,Flying,Quick Attack,Normal,Aerial Ace,Flying,80,101,60,6.693,45.8,306.3,719,4,FALSE,ivory2
Pikachu,Electric,,Present,Normal,Wild Charge,Electric,70,112,98,6.69,45.8,306.3,787,1,FALSE,yellow2
Pikachu,Electric,,Present,Normal,Wild Charge,Electric,70,112,98,6.69,45.8,306.3,787,1,FALSE,yellow2
Jigglypuff,Normal,Fairy,Feint Attack,Dark,Play Rough,Fairy,230,80,49,6.688,67.1,448.7,713,1,FALSE,ivory2
Rattata,Normal,,Quick Attack,Normal,Body Slam,Normal,60,103,70,6.688,29.6,197.9,588,1,FALSE,ivory2
Poliwhirl,Water,,Mud Shot,Ground,Water Pulse,Water,130,130,126,6.686,97.6,652.2,"1,313",1,FALSE,dodgerblue2
Snorunt,Ice,,Powder Snow,Ice,Avalanche,Ice,100,95,100,6.681,58.6,391.8,772,3,FALSE,cyan2
Slowpoke,Water,Psychic,Confusion,Psychic,Psychic,Psychic,180,109,124,6.68,112.1,748.7,"1,204",1,FALSE,dodgerblue2
Alolan Meowth,Dark,,Bite,Dark,Dark Pulse,Dark,80,99,81,6.669,42.2,281.5,679,Alolan,FALSE,gray0
Koffing,Poison,,Acid,Poison,Dark Pulse,Dark,80,119,178,6.661,78.6,523.5,"1,091",1,FALSE,purple3
Medicham,Fighting,Psychic,Psycho Cut,Psychic,Ice Punch,Ice,120,121,150,6.66,104.2,694,"1,275",3,FALSE,chocolate2
Buizel,Water,,Water Gun,Water,Swift,Normal,110,132,69,6.659,61,406.2,"1,054",4,FALSE,dodgerblue2
Ledian,Bug,Flying,Bug Bite,Bug,Aerial Ace,Flying,110,107,205,6.655,129.3,860.5,"1,275",2,FALSE,darkgreen
Castform,Normal,,Powder Snow,Ice,Hydro Pump,Water,140,139,140,6.653,110.2,733.3,"1,486",3,FALSE,ivory2
Delibird,Ice,Flying,Ice Shard,Ice,Icy Wind,Ice,90,128,90,6.653,50.9,338.7,937,2,FALSE,cyan2
Mudkip,Water,,Tackle,Normal,Stomp,Normal,100,126,100,6.652,57.3,381.4,981,3,FALSE,dodgerblue2
Minun,Electric,,Spark,Electric,Swift,Normal,120,147,161,6.65,113.4,754,"1,585",3,FALSE,yellow2
Totodile,Water,,Water Gun,Water,Water Pulse,Water,100,117,124,6.65,69.5,462.4,"1,011",2,FALSE,dodgerblue2
Venonat,Bug,Poison,Bug Bite,Bug,Signal Beam,Bug,120,100,109,6.649,72.9,484.6,902,1,FALSE,darkgreen
Delibird,Ice,Flying,Quick Attack,Normal,Icy Wind,Ice,90,128,90,6.642,50.8,337.5,937,2,FALSE,cyan2
Castform,Normal,,Ember,Fire,Hurricane,Flying,140,139,140,6.64,110,730.3,"1,486",3,FALSE,ivory2
Castform,Normal,,Ember,Fire,Fire Blast,Fire,140,139,140,6.639,110,730.2,"1,486",3,FALSE,ivory2
Alolan Meowth,Dark,,Scratch,Normal,Foul Play,Dark,80,99,81,6.633,42,278.4,679,Alolan,FALSE,gray0
Piplup,Water,,Pound,Normal,Drill Peck,Flying,106,112,111,6.633,84.6,560.8,"1,075",4,FALSE,dodgerblue2
Jumpluff,Grass,Flying,Infestation,Bug,Energy Ball,Grass,150,118,184,6.631,161,"1,067.50","1,553",2,FALSE,green2
Skorupi,Poison,Bug,Infestation,Bug,Sludge Bomb,Poison,80,93,171,6.631,103.1,683.9,"1,009",4,FALSE,purple3
Dewgong,Water,Ice,Ice Shard,Ice,Aqua Jet,Water,180,139,186,6.629,178.5,"1,183.50","1,894",1,FALSE,dodgerblue2
Alolan Marowak,Ghost,Fire,Rock Smash,Fighting,Bone Club,Ground,120,144,200,6.623,133.4,883.5,"1,691",Alolan,FALSE,midnightblue
Jigglypuff,Normal,Fairy,Feint Attack,Dark,Dazzling Gleam,Fairy,230,80,49,6.62,66.4,439.6,713,1,FALSE,ivory2
Skiploom,Grass,Flying,Tackle,Normal,Grass Knot,Grass,110,91,126,6.619,81.5,539.7,882,2,FALSE,green2
Jumpluff,Grass,Flying,Infestation,Bug,Dazzling Gleam,Fairy,150,118,184,6.617,160.6,"1,062.80","1,553",2,FALSE,green2
Skorupi,Poison,Bug,Poison Sting,Poison,Sludge Bomb,Poison,80,93,171,6.617,102.9,681,"1,009",4,FALSE,purple3
Slugma,Fire,,Ember,Fire,Rock Slide,Rock,80,118,80,6.617,37.5,248.3,750,2,FALSE,firebrick
Rhyhorn,Ground,Rock,Mud Slap,Ground,Horn Attack,Normal,160,140,174,6.616,138.2,914.3,"1,679",1,FALSE,peru
Buizel,Water,,Quick Attack,Normal,Aqua Jet,Water,110,132,69,6.615,60.6,400.9,"1,054",4,FALSE,dodgerblue2
Corsola,Water,Rock,Tackle,Normal,Bubble Beam,Water,110,118,170,6.615,126.5,836.7,"1,378",2,FALSE,dodgerblue2
Alolan Rattata,Dark,Normal,Tackle,Normal,Shadow Ball,Ghost,60,103,70,6.613,29.3,193.5,588,Alolan,FALSE,gray0
Horsea,Water,,Bubble,Water,Dragon Pulse,Dragon,60,129,129,6.613,48.2,318.7,921,1,FALSE,dodgerblue2
